59319636000.0,10099442000.0,0.0,0.0,0.0,0.0,-118953290000.0,0.0,0.0,-42094660000.0,0.0,0.0,0.0,21783470000.0
0.0,-9078450000.0,0.0,0.0,0.0,24129358000.0,0.0,15742775000.0,-11552029000.0,27970050000.0,-11538195000.0,11366692000.0,0.0,0.0
0.0,17829337000.0,-14379544000.0,0.0,0.0,0.0,0.0,0.0,2996752400.0,0.0,541031300.0,0.0,0.0,11900668000.0
0.0,0.0,0.0,-3309924900.0,0.0,-8863530000.0,-1776843300.0,2080598300.0,8348263000.0,0.0,2974916600.0,0.0,-5535691300.0,0.0
2543872800.0,1623770600.0,-286158180.0,0.0,1584895400.0,0.0,0.0,0.0,0.0,0.0,1702993800.0,-4510411000.0,0.0,0.0
1203461400.0,-1166277500.0,0.0,248921330.0,-128196660.0,-1255661700.0,0.0,0.0,0.0,-525438820.0,-181975700.0,0.0,-355176060.0,0.0
377280640.0,-345133540.0,0.0,0.0,0.0,0.0,0.0,179438980.0,0.0,718284700.0,103338180.0,0.0,-49017012.0,0.0
-2351411.8,0.0,0.0,0.0,-110541064.0,55152236.0,107449544.0,0.0,0.0,0.0,39296820.0,48242610.0,91041950.0,222703700.0
-23833628.0,0.0,0.0,42012424.0,9482222.0,0.0,49568164.0,0.0,0.0,65940420.0,-28366760.0,0.0,0.0,36356830.0
25214714.0,0.0,0.0,43530216.0,14285277.0,0.0,0.0,0.0,27349130.0,0.0,0.0,15337764.0,0.0,0.0
-4398291.0,18133566.0,301823.97,0.0,-2745566.2,3477614.5,8042085.0,7317324.0,0.0,0.0,0.0,14333072.0,-6761906.0,-5756219.5
0.0,-1433437.0,-1174252.1,-998697.5,-2927425.5,0.0,-1383853.5,2429666.0,-2541173.2,947170.0,0.0,5821891.5,0.0,3072894.5
0.0,-43480.73,0.0,-824263.44,-1052952.1,-323500.12,0.0,-48135.082,0.0,468604.94,0.0,132445.3,952340.0,2368784.5
0.0,675069.75,0.0,-62784.836,111912.46,0.0,0.0,0.0,446498.2,-227206.69,0.0,-161419.02,0.0,593977.5
-141265.78,209663.84,0.0,370865.44,0.0,0.0,72510.516,205124.27,-55249.84,8496.302,0.0,0.0,134099.72,0.0
-61481.438,-2988.8208,0.0,51648.68,0.0,0.0,0.0,54299.57,-16764.26,54990.676,0.0,58728.99,-31001.02,50706.71
7560.757,0.0,0.0,0.0,998.8919,8527.057,0.0,0.0,19717.004,15614.318,12183.446,9946.347,-12497.109,-16000.709
7298.327,2504.39,-3154.5464,0.0,-1322.3789,12311.9795,0.0,0.0,-2150.7537,0.0,0.0,0.0,6893.548,0.0
0.0,0.0,0.0,2465.5933,0.0,-2573.0303,0.0,0.0,0.0,-583.6066,0.0,0.0,0.0,4903.6943
0.0,0.0,0.0,0.0,89.246796,0.0,1057.2445,0.0,0.0,0.0,0.0,255.63655,3082.5134,0.0
21.19531,35.521694,0.0,0.0,-205.58553,611.0575,0.0,0.0,0.0,98.11496,527.3012,-637.1284,0.0,824.2138
110.96177,25.366549,106.60841,244.52322,127.55671,-127.2117,0.0,0.0,39.842686,131.32558,235.79233,-94.135574,0.0,-5.823493
0.0,0.0,-21.003588,0.0,87.06791,0.0,0.0,0.0,0.0,0.0,14.670588,68.54435,0.0,0.0
-51.12044,0.0,-2.83975,38.59114,0.0,99.59252,23.092768,0.0,0.0,-7.4541526,31.22848,-42.883366,0.0,-19.346281
-3.9059443,0.0,0.0,38.380398,19.411951,-21.557554,0.0,0.0,0.0,0.0,39.85541,0.0,0.0,0.0
-1.3847085,-6.695672,0.0,0.0,0.0,3.9933884,3.786809,0.0,0.0,22.043585,0.0,7.165195,3.620323,0.0
1.4103656,0.0,0.0,0.0,0.0,5.5076256,2.7529147,0.0,0.0,0.95085126,2.2895732,0.0,2.8531783,-1.3270627
0.19323914,0.0,1.3303357,0.0,0.0,1.0174506,-1.04238,1.4750023,0.0,0.0,0.0,1.2334208,0.0,0.0
0.0,0.0,1.0,-1.0
